PRECISION,PRECISION_RECALL_MIN_DEN,RECALL,MAP,MAP_MIN_DEN,MRR,NDCG,F1,HIT_RATE,ARHR_ALL_HITS,NOVELTY,AVERAGE_POPULARITY,DIVERSITY_MEAN_INTER_LIST,DIVERSITY_HERFINDAHL,COVERAGE_ITEM,COVERAGE_ITEM_HIT,ITEMS_IN_GT,COVERAGE_USER,COVERAGE_USER_HIT,USERS_IN_GT,DIVERSITY_GINI,SHANNON_ENTROPY,RATIO_DIVERSITY_HERFINDAHL,RATIO_DIVERSITY_GINI,RATIO_SHANNON_ENTROPY,RATIO_AVERAGE_POPULARITY,RATIO_NOVELTY,RECOMMENDER,PARAMS,TIMESTEPS
0.23522423025434944,0.29686371145959384,0.1885968040531633,0.15763632572618472,0.18638302933536485,0.5183326560209106,0.2715579314659517,0.20934561746950714,0.7903279785809906,0.8640879656190927,0.024446082724783484,0.4526397105941962,0.950031282732044,0.9949872308287142,0.20370847283028587,0.17409219675508628,0.8550090136492403,0.9894039735099338,0.7819536423841059,0.9894039735099338,0.059554231343499645,8.257028055870354,0.9958002404751821,0.17022323420827984,0.7635703488618841,1.6227418042468758,0.05889869632704704,ItemKNNCFRecommender_DiffusionAutoencoderRecommender_TwoLevelRec,163,1
0.22645582329317215,0.28390931450670265,0.17905524002757103,0.15061480047172768,0.17716447749088196,0.5038899646203874,0.2590060011955646,0.19998518148111885,0.7771084337349398,0.8335397144132112,0.0244263355293701,0.4545745189239431,0.9462886413156111,0.9946130293149393,0.1970126191089364,0.17254699974246718,0.8550090136492403,0.9894039735099338,0.7688741721854304,0.9894039735099338,0.05674995726124546,8.181490493567395,0.9954257331992516,0.16220780704015025,0.7565849974243484,1.629678213683343,0.058851118803929826,ItemKNNCFRecommender_DiffusionAutoencoderRecommender_TwoLevelRec,163,2
0.22178714859437684,0.27657554822464303,0.17338446521372836,0.14706397680669706,0.17279541000885185,0.4981247742291931,0.2521904643475995,0.1946215001616344,0.7684069611780455,0.8194857472216935,0.02442474227225027,0.45455498640619385,0.9447112466602814,0.9944553162448992,0.191346896729333,0.17125933556528458,0.8550090136492403,0.9894039735099338,0.7602649006622516,0.9894039735099338,0.05568718402618369,8.15108101203166,0.9952678912609776,0.15917009346008978,0.753772874434353,1.6296081883798796,0.05884728012072122,ItemKNNCFRecommender_DiffusionAutoencoderRecommender_TwoLevelRec,163,3
0.2190261044176701,0.2731788928199558,0.17147497227804903,0.1442153401967651,0.16904240850611613,0.49227817354072495,0.24722926062560097,0.19235539886848552,0.7658969210174029,0.8076345062790862,0.024461706467808673,0.45027934713144735,0.945468574437219,0.9945310363497721,0.19083183105845997,0.16971413855266546,0.8550090136492403,0.9894039735099338,0.7577814569536424,0.9894039735099338,0.056306671933184164,8.16774888741103,0.9953436732371728,0.16094076924086365,0.755314239600136,1.6142797529186983,0.05893633908995071,ItemKNNCFRecommender_DiffusionAutoencoderRecommender_TwoLevelRec,163,4
0.21676706827309253,0.26983582478060314,0.16932829259686552,0.14224133969741398,0.16723215861472246,0.4915234350098823,0.24423619275210068,0.19013332602187671,0.7610441767068273,0.8011805157136505,0.02451099579379989,0.4447466838827261,0.9470379649700614,0.9946879491415013,0.1916044295647695,0.17151686840072108,0.8550090136492403,0.9894039735099338,0.7529801324503311,0.9894039735099338,0.05754447587810907,8.20062647907681,0.9955007142432241,0.16447877126133442,0.7583546015763958,1.5944448075252982,0.05905509337366989,ItemKNNCFRecommender_DiffusionAutoencoderRecommender_TwoLevelRec,163,5
0.20476907630522198,0.2551904708782211,0.1613635448510589,0.1304216867469875,0.1539346827081146,0.47037940120269583,0.2292363115562182,0.18049341751705733,0.7471552878179384,0.7540128105012663,0.02471618772477362,0.4217562243768436,0.9526589314020377,0.995249951725689,0.1916044295647695,0.1702292042235385,0.8550090136492403,0.9894039735099338,0.7392384105960265,0.9894039735099338,0.06115196281176888,8.300632519259178,0.9960631760428752,0.17479001328996166,0.7676026804824687,1.512022565583544,0.05954946858164257,ItemKNNCFRecommender_DiffusionAutoencoderRecommender_TwoLevelRec,163,10
0.19337349397590564,0.24075528303690866,0.15320051198262918,0.12012532271944926,0.14176461032780668,0.45062598276704685,0.21477061231974975,0.17095868571587577,0.7294176706827309,0.711211711927077,0.024802927429929462,0.4118337870409942,0.9528783754263918,0.9952718924560356,0.1900592325521504,0.16997167138810199,0.8550090136492403,0.9894039735099338,0.7216887417218543,0.9894039735099338,0.061280032591747004,8.304221109383054,0.9960851347011157,0.17515607379750944,0.7679345360840567,1.4764500042548754,0.059758453211654156,ItemKNNCFRecommender_DiffusionAutoencoderRecommender_TwoLevelRec,163,15
0.17920013386881192,0.2229936279509569,0.14306615456939242,0.10774684053675007,0.12742744111471502,0.4241271302139771,0.19754542862675661,0.15910739019695713,0.7081659973226239,0.6573411370349163,0.024897188885109427,0.40111229166584866,0.954080181255006,0.9953920529283578,0.18851403553953128,0.16507854751480813,0.8550090136492403,0.9894039735099338,0.7006622516556291,0.9894039735099338,0.06103479313753469,8.304904191455243,0.9962053933572336,0.17445510844022505,0.7679977042376144,1.4380127696462526,0.05998556022452382,ItemKNNCFRecommender_DiffusionAutoencoderRecommender_TwoLevelRec,163,20
0.15163989290495727,0.18904467074647913,0.12453249650216587,0.08488572676951225,0.10150518243609351,0.3675704139308544,0.16429231801131505,0.13675584639952668,0.6621485943775101,0.5469260640445381,0.024978999671285397,0.39125970744895205,0.953506119316877,0.9953346563406683,0.18053051764099923,0.15271697141385526,0.8550090136492403,0.9894039735099338,0.6551324503311259,0.9894039735099338,0.05811503825118531,8.242334608938865,0.9961479498704705,0.1661096037021462,0.7622115693683975,1.4026906361382738,0.06018266945897677,ItemKNNCFRecommender_DiffusionAutoencoderRecommender_TwoLevelRec,163,30
0.12466532797858461,0.1579491909436708,0.10626400559380295,0.06497784125921685,0.07965786336536186,0.306735473640593,0.13454197914344615,0.11473152331699799,0.5973895582329317,0.43958067720617944,0.02477554221056618,0.4096997110908122,0.9531334879266019,0.9952973994371058,0.1702292042235385,0.1377800669585372,0.8550090136492403,0.9894039735099338,0.5910596026490066,0.9894039735099338,0.05555657232431269,8.181860710792419,0.9961106625240831,0.15879676740388243,0.7566192333375309,1.4687992078781011,0.05969247316334595,ItemKNNCFRecommender_DiffusionAutoencoderRecommender_TwoLevelRec,163,40
