PRECISION,PRECISION_RECALL_MIN_DEN,RECALL,MAP,MAP_MIN_DEN,MRR,NDCG,F1,HIT_RATE,ARHR_ALL_HITS,NOVELTY,AVERAGE_POPULARITY,DIVERSITY_MEAN_INTER_LIST,DIVERSITY_HERFINDAHL,COVERAGE_ITEM,COVERAGE_ITEM_HIT,ITEMS_IN_GT,COVERAGE_USER,COVERAGE_USER_HIT,USERS_IN_GT,DIVERSITY_GINI,SHANNON_ENTROPY,RATIO_DIVERSITY_HERFINDAHL,RATIO_DIVERSITY_GINI,RATIO_SHANNON_ENTROPY,RATIO_AVERAGE_POPULARITY,RATIO_NOVELTY,hyperparams
0.1794803017602719,0.2356722415146544,0.16045552553471784,0.09580343671416612,0.12073271326164155,0.40954383373914055,0.21218950801891562,0.16943554535711414,0.763788767812238,0.6155308745459687,0.02432979106609638,0.4626206314491658,0.9474467705928222,0.994728793626414,0.20396600566572237,0.1658511460211177,0.8532062838011847,0.9875827814569537,0.7543046357615895,0.9875827814569537,0.057755211269307834,8.206888382224214,0.9955421912459526,0.16515874262783906,0.7589860957495626,1.6747309206886414,0.0659503895495781,{'cutoff': 36}
0.17855825649623205,0.23465739299351965,0.15992145950707293,0.09515458561183629,0.12015278775662243,0.40855759123990515,0.2112385959690699,0.16872678412219477,0.7611064543168483,0.6130149416570242,0.024318341897965834,0.46489017398207877,0.9463740869356964,0.9946215432436629,0.2083440638681432,0.16353335050218903,0.8532062838011847,0.9875827814569537,0.7516556291390728,0.9875827814569537,0.057522649716894726,8.196182789104805,0.9954348531637134,0.16449370179886474,0.7579960254639738,1.6829468816668214,0.06591935446603889,{'cutoff': 51}
0.17832355406538516,0.2331815883659963,0.1585916690556735,0.09521694673957863,0.11997144669702349,0.40809337537753326,0.21039992778722755,0.16787979960767407,0.7599329421626153,0.612916350669917,0.024290534619556183,0.46899494851587703,0.944482710737743,0.994432437331767,0.21272212207056398,0.1671388101983003,0.8532062838011847,0.9875827814569537,0.7504966887417218,0.9875827814569537,0.056721961182766276,8.170148628418819,0.9952455926184143,0.1622040259648252,0.7555883448602054,1.6978065579693526,0.06584397770515969,{'cutoff': 124}
0.17847443419950132,0.23394310727923381,0.1592048223899411,0.09495470269694932,0.11958227005837527,0.40734130310408606,0.21099066024135416,0.16828981966412682,0.7592623637887678,0.611667531499893,0.02431062431847627,0.46611150398072393,0.9457636852127012,0.9945605133044183,0.21169199072881792,0.1671388101983003,0.8532062838011847,0.9875827814569537,0.7498344370860928,0.9875827814569537,0.05726998289887025,8.18817407789343,0.9953737733198037,0.1637711672768436,0.7572553671083085,1.687368213043004,0.06589843454229874,{'cutoff': 62}
0.17820620284996175,0.2328318631168574,0.15820268467599316,0.09533661304700716,0.1200764985373863,0.4091933101824136,0.21112128125410923,0.16760971996974025,0.7594300083822296,0.6145657206721784,0.024287551746481926,0.4694824890883876,0.9443141947521958,0.9944155885582916,0.2111769250579449,0.16533608035024466,0.8532062838011847,0.9875827814569537,0.75,0.9875827814569537,0.05666983769897005,8.167850054764656,0.9952287300675633,0.16205497189929635,0.7553757691113572,1.6995715014594774,0.06583589207710436,{'cutoff': 137}
0.1813746856663907,0.23750528878776858,0.16127785152484997,0.09645379129578631,0.12143089742338835,0.4084033182985405,0.2127463827674633,0.17073692122667442,0.7627829002514669,0.616859457949152,0.024301625463907028,0.46179539896591654,0.9488081548806669,0.9948649092323268,0.1900592325521504,0.15786762812258562,0.8532062838011847,0.9875827814569537,0.7533112582781457,0.9875827814569537,0.056225596791444774,8.183150223441046,0.9956784181546753,0.1607846056743577,0.7567907530549862,1.6717435001922294,0.06587404148595356,{'cutoff': 17}
0.17904442581727148,0.23495615960829622,0.15981363515601607,0.09556395109035501,0.12066922824669864,0.4103566439149009,0.21212340282426428,0.16888333989809057,0.7631181894383906,0.6154032783831666,0.02432950830082258,0.4628162653480795,0.9473440418987803,0.9947185224792008,0.20654133402008756,0.16507854751480813,0.8532062838011847,0.9875827814569537,0.7536423841059603,0.9875827814569537,0.05767482473715969,8.205068590073019,0.9955319116999408,0.16492886659965014,0.7588177984759085,1.675439134108824,0.06594962306210982,{'cutoff': 37}
0.1784744341995009,0.23390385715616088,0.15919626124835712,0.09524194041964362,0.12001525401070347,0.40894956026557,0.21120286239194255,0.1682850364926845,0.7595976529756915,0.613627110525689,0.024290562601903463,0.4688872688705573,0.9446004161318848,0.9944442058979138,0.21297965490600052,0.1661086788565542,0.8532062838011847,0.9875827814569537,0.7501655629139072,0.9875827814569537,0.05662839270961832,8.169038195364795,0.995257370807811,0.16193645441526122,0.7554856502445347,1.6974167473571868,0.06584405355647706,{'cutoff': 114}
0.17788767812238476,0.23275209888369847,0.1583018111710668,0.09488176399366652,0.11942907192835792,0.4070400085152807,0.21023261357378237,0.16752422385941482,0.7580888516345348,0.6113337058768782,0.024289762486498796,0.4690861246036792,0.9444551466384222,0.9944296813839321,0.21297965490600052,0.1671388101983003,0.8532062838011847,0.9875827814569537,0.7486754966887417,0.9875827814569537,0.056591704268721676,8.1676740902382,0.995242834417019,0.16183153891700064,0.7553594956319695,1.6981366241252684,0.06584188469598504,{'cutoff': 135}
0.17867560771165536,0.23469990287257578,0.15999939498301957,0.09524726247023002,0.12028820044363066,0.40987612927260875,0.21162962355099918,0.16882255203145938,0.7631181894383906,0.6142660226985508,0.02430633824397942,0.4665202157961503,0.9456715144176037,0.9945512977701021,0.2098892608807623,0.16507854751480813,0.8532062838011847,0.9875827814569537,0.7536423841059603,0.9875827814569537,0.05712549086975776,8.184756837182471,0.995364550249872,0.16335797301569394,0.7569393352501118,1.6888477888950388,0.06588681634623869,{'cutoff': 64}
