PRECISION,PRECISION_RECALL_MIN_DEN,RECALL,MAP,MAP_MIN_DEN,MRR,NDCG,F1,HIT_RATE,ARHR_ALL_HITS,NOVELTY,AVERAGE_POPULARITY,DIVERSITY_MEAN_INTER_LIST,DIVERSITY_HERFINDAHL,COVERAGE_ITEM,COVERAGE_ITEM_HIT,ITEMS_IN_GT,COVERAGE_USER,COVERAGE_USER_HIT,USERS_IN_GT,DIVERSITY_GINI,SHANNON_ENTROPY,RATIO_DIVERSITY_HERFINDAHL,RATIO_DIVERSITY_GINI,RATIO_SHANNON_ENTROPY,RATIO_AVERAGE_POPULARITY,RATIO_NOVELTY,hyperparams
0.1786612984398631,0.23104151854780905,0.15615699837979263,0.09501531781979707,0.11797771105217392,0.4073885680201729,0.20781781321859766,0.16665285234416444,0.7579265223955712,0.6109187895926744,0.024402149260207198,0.45811111031489027,0.9486436670573491,0.9948484525358464,0.2001030131341746,0.16919907288179242,0.8524336852948751,0.9869205298013245,0.7480132450331126,0.9869205298013245,0.057843473134937685,8.216641523537525,0.9956616437860524,0.16528502919381208,0.7598235915008744,1.6452840938771836,0.06614091605892757,{'n_items_to_rank': 178}
0.1828887770508333,0.23712610806219106,0.16087246488389556,0.09700686073232619,0.120838257340936,0.4103240507744783,0.210558484922423,0.1711755996585281,0.762791477939943,0.6195538859731164,0.02449897466592186,0.4483903006146985,0.9537076286691234,0.9953547637454785,0.22740149369044554,0.18619624002060262,0.8524336852948751,0.9869205298013245,0.7528145695364239,0.9869205298013245,0.06455204624774387,8.374323134085905,0.9961683688555487,0.18445446426926673,0.7744050001332581,1.6103722717903122,0.06640335691868365,{'n_items_to_rank': 25}
0.17824190572052065,0.22961012453966595,0.15475915995825631,0.0949865261767628,0.11790660182257125,0.406592187845333,0.2074152953293779,0.16567254847932178,0.7539003522898843,0.6102286555733998,0.0244028092782486,0.45815749922261456,0.9487183133319597,0.9948559159110633,0.2016482101467937,0.17125933556528458,0.8524336852948751,0.9869205298013245,0.7440397350993377,0.9869205298013245,0.05784175409989857,8.217378872740849,0.995669113261848,0.1652801171312884,0.7598917769411488,1.6454506974156977,0.06614270500781926,{'n_items_to_rank': 176}
0.17845998993457873,0.22958063390876632,0.15476020064701038,0.09505171178799782,0.1178695413591381,0.4074937490513723,0.2074244323210705,0.165767289200181,0.7544036235530951,0.6109222512468668,0.02439940590266072,0.4584919109418718,0.9485642751711629,0.9948405146790829,0.20242080865310327,0.17151686840072108,0.8524336852948751,0.9869205298013245,0.7445364238410596,0.9869205298013245,0.05775240746969963,8.214765321338536,0.9956536994408678,0.16502481329871338,0.7596500920620667,1.6466517210759226,0.06613348031303214,{'n_items_to_rank': 267}
0.17861097131354192,0.23038906330300368,0.15543575427662046,0.09497162109265805,0.11783674007233273,0.40599378766213157,0.20760353643426857,0.16621944728930946,0.7564167086059386,0.6096698647025812,0.024400742588921335,0.4583521684915674,0.9485963685656994,0.994843723480147,0.2001030131341746,0.1702292042235385,0.8524336852948751,0.9869205298013245,0.746523178807947,0.9869205298013245,0.05776491582516014,8.214932521252374,0.9956569108648128,0.16506055534159925,0.7596655536638254,1.6461498427639838,0.06613710334036542,{'n_items_to_rank': 66}
0.17815802717665224,0.22963342413518548,0.15485508888448865,0.0950004992770467,0.11792263606530477,0.4069461419864038,0.20750062896035476,0.16569123438886035,0.7517195101493038,0.610380369225366,0.024404016897662698,0.4578671796272946,0.9487137140856281,0.9948554560635857,0.20061807880504764,0.1684264743754829,0.8524336852948751,0.9869205298013245,0.741887417218543,0.9869205298013245,0.057787729752488325,8.215929011784905,0.9956686530384902,0.16512574507589595,0.7597577028726178,1.6444080285051088,0.06614597820533342,{'n_items_to_rank': 77}
0.17854386847844725,0.23017550586750324,0.1552836444996141,0.09521993486764492,0.11818873176402443,0.4066013079727217,0.20784233791518975,0.16610340084350747,0.754906894816306,0.6110536609655906,0.024401219155974773,0.4582889977503139,0.9486483788923304,0.9948489236403001,0.20087561164048418,0.1702292042235385,0.8524336852948751,0.9869205298013245,0.7450331125827815,0.9869205298013245,0.05784136537338218,8.216559341169045,0.9956621152755878,0.165279006363381,0.7598159917897032,1.6459229680747596,0.06613839505369533,{'n_items_to_rank': 199}
0.17822513001174697,0.2296452736437634,0.155001338459923,0.09500421389827558,0.11789448090804691,0.40805287277355684,0.2076791694449948,0.16580395804520667,0.754739137728569,0.6113239362736135,0.024399888097222648,0.45835754602800494,0.94861823328143,0.994845909584924,0.2001030131341746,0.17048673705897502,0.8524336852948751,0.9869205298013245,0.7448675496688741,0.9869205298013245,0.05767938735318878,8.213299387935441,0.9956590987565165,0.16481616171824764,0.7595145317141984,1.6461691559283356,0.06613478727946795,{'n_items_to_rank': 241}
0.17879550411005268,0.23015473594235517,0.1552449744606953,0.0949443339377917,0.11758844949127374,0.4063885493804966,0.20733063378380534,0.1661900592887186,0.755074651904043,0.6098739691593277,0.02439895758166128,0.4583211588480776,0.9486193535384924,0.9948460215918372,0.20242080865310327,0.17125933556528458,0.8524336852948751,0.9869205298013245,0.7451986754966887,0.9869205298013245,0.05771072734877632,8.214175471815697,0.9956592108549843,0.1649057142953126,0.759595546469247,1.6460384731157875,0.06613226515934731,{'n_items_to_rank': 300}
0.17899681261533695,0.23072597545420867,0.1555704095683575,0.09507451210646987,0.11798007038717939,0.40609677187432597,0.20771771682993642,0.16646345250587222,0.7567522227814125,0.6099457984838002,0.0244040259471166,0.45790875447620166,0.9488303840736599,0.9948671211051672,0.20319340715941284,0.17100180272984805,0.8524336852948751,0.9869205298013245,0.7468543046357616,0.9869205298013245,0.0579905067801679,8.220917897558602,0.9956803276151016,0.16570517098384008,0.7602190438104327,1.644557342582135,0.06614600273346677,{'n_items_to_rank': 48}
0.1788290555276,0.23055815179619885,0.15576588756426343,0.09509265250583805,0.11776080613578373,0.40737392256013244,0.20758205682043113,0.16650261536611335,0.7562489515182016,0.611095267386162,0.02440076428008559,0.45826525819310215,0.9486645072163695,0.9948505362021399,0.20190574298223024,0.17125933556528458,0.8524336852948751,0.9869205298013245,0.7463576158940397,0.9869205298013245,0.057748934846153274,8.215163853314493,0.9956637291555391,0.1650148904387409,0.7596869458053428,1.6458377085929512,0.06613716213327987,{'n_items_to_rank': 137}
